User,Comment Date,Comment
سمیه بشیری,۱۳۹۹-۱۱-۱۰,واقعا عالیه رایحه ملایم و خوب بسیار موثر در آب رسانی نرم کننده پوست برای پوستهای چرب و مستعد جوش فوق العاده است هیدراته کردن و از بین برنده خشکی پوست فقط چون رقیقه پمپاژش خیلی بده و در زمان اسپری کردن خیلی به اطراف پاشیده میشه در کل توصیه میکنم و اثرش در کوتاه مدت هم معلوم میشه
حدیث محسنی,۱۳۹۹-۱۰-۳۰,من پوستم مختلط و دهیدراته ست این محصول برای من خوب بود و راضی بودم. و باهاش جوش نزدم ولی بعد از استفاده یکم چسبناکه که وقتی روش کرم میزنم از بین میره و خوبه
زهرا یوسفى,۱۳۹۹-۱۰-۱۲,محصول خوبيه، بعد از سرم حتما از كرم مرطوب كننده استفاده شود.
سامره گرجی,۱۳۹۹-۰۹-۱۹,من پوستم خشک و لحظه اول که استفاده می‌کنید یه خورده حالت چسبناکی داره اما بعد چند ثانیه از بین میره و ب سرعت جذب پوست میشه واقعا عالیه و خشکی پوستم رو تا حد زیادی از بین برده چون سرم های زیادی از برند های مختلف تا الان استفاده کردم اما این بار سوم این ابرسان رو شارژ می‌کنم . از معایبش در حال حاضر بالا رفتن قیمتش و اون حالت فوق آبکیش موقع پمپ کردنشه
مریم قهرمانی,۱۳۹۹-۰۹-۱۸,خیلی سرم خوبیه من پوستم خشکه واصلا حالت چسبناک نداشت وبعدازاستفاده واقعا حس خوبی به پوستم دارم..آبرسانیش عالیه وخوب پوست رو تغذیه میکنه من حتما تمدیدش میکنم
Shamim Sherafati,۱۳۹۹-۰۹-۱۸,من اکثر محصولات این برند رو دارم، از این سرمش هم راضی بودم، به دلیل اینکه از جلبک دریایی درست شده بوی خوبی هم داره بوی عطری نداره که اذیت کنه تنها بدیش اینه که بعد اینکه به صورت میزنم چسبناک میشه ولی اگر تا ۵ دقیقه بعد که جذب شد کرم رطوبت رسان بزنیم رفع میشه برای بعد حمام و شب ها که رطوبت پوست کم‌میشه خیلی خوبه
Shamim Sherafati,۱۳۹۹-۰۹-۱۸,من اکثر محصولات این برند رو دارم و سرمش رو هم راضی بودم، به دلیل اینکه موادش از جلبک دریایی بوی خوبی داره، عطری نیست که اذیت کنه ولی حس خوبی میده تنها بدیش اینه که وقتی میزنی یکم صورت چسبناک میشه که خوب تا ۵ دقیقه بعدش که جذب شد کرم رطوبت رسان رو بزنیم برطرف میشه شب ها ،بعد حمان حتی که رطوبت پوست از دست میره خیلی خوبه استفاده ازش
عطیه واعظی,۱۳۹۹-۰۹-۱۷,با توجه به قیمتش در مقایسه با برندهای خارجی بنظرم خوب بوده،اولش یکم حس چسبناک داره ولی یکم بعدش خوب میشه،غلظتش هم طوریه که بلافاصله که میزنی راحت جذب میشه
زهرا بابازاده,۱۳۹۹-۰۹-۱۷,من بارها از این برند خریداری کردم و این سرم هم جزوشه و عالیه . حس خوبی داره و خیلی خوب جذب پوستم میشه و خوشحالم که با محصولات بایو مارین آشنا شدم
مهرنوش شریفی,۱۳۹۹-۰۹-۱۶,پوست صورت من خیلی خیلی بدون آب بود و توی سه ماهی که استفاده کردم تغییر رو روی پوستم احساس کردم. اولش که روی پوست میزنم کمی پوست و چسبناک میکنه اما چیزی نیست که طولانی بمونه در کل بسیار از این محصول راضی هستم. بوی خوبی هم داره
مهدیه بصیری,۱۳۹۹-۰۹-۱۶,سرم خیلی خوبیه، قدرت جذب بالا، بوی خوب، آبرسانی قوی کلا بعد از زدن این آبرسان حس خوبی خواهید داشت
شادي منشي,۱۳۹۹-۰۹-۱۶,سلام ، من اين ابرسانو به پيشنهاد دكترم استفاده كردم الان دومين باره كه خريدمش براي پوست من خوب بود ، پوستمو شفاف و نرم كرده
سارا طالبی پور,۱۳۹۹-۰۹-۱۶,قبل از نظر در مورد کرم از روژا شاپ بابت بسته بندی خوبشون و ارسال به موقع محصول تشکر کنم این سرم رو مادرم استفاده کردن و راضی بودند فقط حالت چسبندگی روی پوست ایجاد میکند
رعنا فروتن,۱۳۹۹-۰۹-۱۶,این سرم‌واقعا عالیه من دو ماهه دارم استفاده میکنم و‌فوق العاده آبرسان خوبیه و کاملا راضیم
Somayeh Chehreh,۱۳۹۹-۰۹-۱۶,داشتن محصولات بایو مارین خیالمو راحت کرده بخدا اف زده بودین گفتم از دستش نمیدم ریز و درشتشو گرفتم ابرسانش واقعا بعد جذب ادم حس میکنه یه لایه رو پوستش مثل ابریشم کشیده شده
Fateme Jokar,۱۳۹۹-۰۹-۱۶,به پوست لطافت و نرمی میده واقعا و سریع جذب پوست میشه و خیلی سبک هست روی پوست و پوستتون رو مخملی میکنه من خیلی راضی بودم ازش
zahra attaran,۱۳۹۹-۰۹-۱۶,ابرسان قوي زود جذب ميشه و باعث جوش نميشه فقط درش ي خورده مشكل داره شايد براي من خراب شده
سیم اسدزاده,۱۳۹۹-۰۹-۱۶,من که بسیار راصی بودم پوستم خشکه
Raz Jfr,۱۳۹۹-۰۹-۱۶,من در یک نوبت که برای مراقبت فیشیال رفته بودم آخرین مرحله از این محصول برای من استفاده کردن و اونجا با این سرم آشنا شدم و بعدا خریدم جذب مناسبی داره و سبک است ولی من خودم‌کلا با محصول پمپی موافق نیستم
dilan dadvand,۱۳۹۹-۰۹-۱۶,محصولات بایو مارین و خیلی دوس دارم کیفیت بالا و حس خوب رو به پوست ام میدن سرم ضد چروک بایو مارین عالی
نیوشا بهمنش راد,۱۳۹۹-۰۹-۱۶,الان دو باره که این محصول رو سفارش می دم هم برا خودم و هم برای مادرم، که پوستمون خیلی دهیدراته است. روی پوست چسبناک نیست و راحت جذب میشه و خوب رطوبت رسانی میکنه به نسبت قیمتش. فقط با پمپش مشکل دارم که می پاشه !
مهرسا خورشیدی,۱۳۹۹-۰۹-۱۶,پیشنهادش میکنم❤️❤️
زهرا بدیعی,۱۳۹۹-۰۸-۰۸,سلام من همه محصولات بایومارین رو تهیه کردم .. بعد استفاده از این سرم پوستم تیره تر میشه به طوری که اطرافیانمم متوجه میشن
نیوشا صمیم پور,۱۳۹۹-۰۷-۰۲,این محصول برخلاف نظر بعضی از کاربران که نوشته بودند درب پلاستیکیش خرابه یا صورت رو چسبناک میکنه .برای من اصلا اینطور نبود و کاملا محسوس هست تغییر پوست حتی یک روز بعد از استفاده از این محصول. دو تا سه دقیقه پس از استفاده کاملا جذب پوست میشه و حس سبکی روی پوست احساس میشه.
عاطفه پيله وري,۱۳۹۹-۰۶-۲۷,بسيار سبك و زود جذب بر روي پوست حالت خيس و چسبناك ايجاد نمي كند و بسيار زود جذب مي شود و پوست را لطيف و درخشان مي كند و من همزمان با اين محصول از فلوئيد رطوبت رسان بايو مارين استفاده مي كنم و احساس مي كنم نتيجه بهتري براي پوستم گرفتم
ندا حیدری,۱۳۹۹-۰۶-۲۶,من پوستم چرب و مختلط جوشه، واقعا فوق العاده ست این سرم! خیلی خوب ابرسانی میکنه و سبکه عاشقشم
زهرا احمدزاده,۱۳۹۹-۰۶-۰۳,سلام. من پوست چربی دارم و این محصولو نزدیک یک هفتس ک دارم استفاده میکنم ولی اصلا ازش راضی نیستم رو پوستم حالت بشدت چسبناکی داره و هر دفه دوس دارم زود برم بشورمش طراحی پمپش واقعا بده و بسختی میشه ازش استفاده کرد با توجه به قیمت بالایی ک داشت بشدت ناراضیم و دیگه شارژش نمیکنم👎
مستوره دارابی,۱۳۹۹-۰۵-۳۰,من از این محصول استفاده کردم . خیلی چسبناکه و وقتی به پوستم میزنم احساس خارش و سوزش بهم دست میده و بعد از حدود نیم ساعت پوستم رو چرب میکنه . با اینکه من پوستم نرماله!!! وقتی میزنمش فقط دوست دارم زودتر برم پوستمو بشورم. واقعا خوب نیست
Shahrzad Ahmadi,۱۳۹۹-۰۵-۱۴,ابرسانیش خوبه حس خوبی به پوست میده ولی طراحی پمپش خیلی بده کلی ازش هدر میره موقع استفاده کردن
احمدی,۱۳۹۹-۰۵-۱۳,بسیار عالیه از خریدش خیلی راضیم برای پوست من که مختلطه باعث جوش نشد و آبرسانیش هم خوبه
منیره تقوی,۱۳۹۹-۰۵-۱۰,خیلی سبک و عالیه راحت هم جذب میشه و بعد از زدن حس خوبی به پوست میده . من چند وقتی هست استفاده میکنم و اصلا بعد از زدن این آبرسان احساس خشکی پوست ندارم و حتی پوست من روشن کرده ممنونم
