User,Comment Date,Comment
HufflepuffGirl1234,"June 8, 2018",This pen is my new favorite. Very smooth and fun to write with
Emerald,"June 2, 2018","I was enticed by the many good things I've heard about the UM-151 and decided to
order one. I was incredibly disappointed by it's performance. Many people have
told me how great and smooth it is, how it's waterproof, and how it's incredibly
cheap for how awesome it is, but none of those things are true. Though it's
smoother than some other fine-point pens, it can't compare to a Pentel Slicci or
Pilot Hi-Tec-C. One of the main reasons I bought the UM-151 was to see how well
it would work with watercolors, but the ink isn't water resistant in the
slightest. It's also a very expensive pen for it's quality - a Pentel RSVP works
better than it for a fraction of the price. I would not recommend this product.
Save your money, kids."
SUEJACK,"June 2, 2018","I use this pen and the 0.5 and love both, but the .38 has become my go-to pen. 
I first learned about it--and about JetPens--in a New York Times article from
2015, where the writer said ""The Signo, for me, hits the perfect balance between
surgical accuracy and lubricating ink flow; there’s enough ink to help the pen
glide smoothly along the page with grace, but not so much that, as I’m a
lefty, it smudges."" Agreed!  Here's the link: 
https://www.nytimes.com/2015/05/24/magazine/letter-of-recommendation-uni-ball-
signo-um-151.html"
athycay,"May 31, 2018",This is a really nice everyday pen. 
Arielcornejo911,"May 18, 2018","works really good and even smoother than the regular signo clicker thats the
same tip size "
prosopopoeia,"May 16, 2018","Ink stroke is too thin for my taste and shaky handwriting, but this is a good
pen with good ink."
c.nichols,"April 19, 2018",best pen- doesn't bleed through paper or smudge 
sabrina.fielden,"April 17, 2018","Very smooth, just wish the grip was comfier"
dcklinger,"April 11, 2018",Nice fine line and really black
Karen C,"April 10, 2018","This pen is really nice quality. I really like using it when I'm writing down my
tasks in my bullet journal. Would totally recommend for your bullet journal
supplies :)"
eileenzheng55,"April 5, 2018",High quality and nice grip
viviantndoan,"March 26, 2018","It's really smooth and  I like to doodle on my hand with this pen (not sure if
that's safe oh well hehe) "
ryanvu458,"March 20, 2018","When I received this pen the point and ink wrote extremely well but after the
first sentence I wrote the tip and ink seemed to become extremely faded and not
working well at all."
vlmoua014,"March 2, 2018",This is a fun pen to use! Only I wish it was smoother.
indigoage,"February 28, 2018","I use for drawing and told my other art friends how great they are to draw with.
 the best"
sarahe2,"February 28, 2018","Skips a little bit probably due to the thin tip size but the whole Signo UM-151
gel pen line is my favorite"
xtaforster,"February 17, 2018","Honestly, I'm not sure if it's the quality of the paper I'm writing on right now
(Mnemosyne notebook by Maruman) or if it's this pen, but the nib does not always
distribute the ink equitably on the paper. Sometimes the flow stops or skips as
I'm writing. I tend to think it's the paper quality, as I loved this pen before,
but I was writing on a different foolscap: that of the Kokuyo MIO notebook. In
that case, I LOVED this pen, which is why I bought it again."
anthonydemeo,"February 16, 2018",This pen is great and is a fine point. Really like it
lillian,"February 11, 2018","a masterwork of design and quality, could have more ink and be pressurized,
however at the price it is more than good enough"
whitneyrjohnson68,"February 9, 2018","I bought this pen in several colors - I love the fine point! This is much more
fine than anything you can readily buy at the regular retail store. This is
perfect for my Hobonichi planner."
inkke,"February 7, 2018","Use this as my general pen for my Hobonichi A-6.  I collect these wonderful pens
in colours and nib sizes.  Awesome!"
Jasmine,"February 7, 2018","The Uni-ball Signo DX is the best pen that I have tried so far. This pen's ink
is very smooth and consistent, and also allows you to write at a variety of
angles without skipping. The tip of the pen makes really precise lines, which
can be rather unforgiving if your handwriting is not great. However, I would
recommend this pen to people with small handwriting. The body of the pen is
sturdy and the grip isn't uncomfortable. Keep in mind that the grip is rather
high up on the pen, which could pose a problem if you grip your pens close to
the tip like I do."
william.lee.hemphill,"February 6, 2018",The reviewers are right!  These are the best rollerball pens!
infinityforever014,"January 30, 2018","Works beautifully, but it takes a while to dry. Other that that, just a
wonderful pen in general. The ink is amazing, and the pen itself  has a good
grip in my opinion. "
fwshaw,"January 26, 2018",Excellent pen; great value. 
lutherann1,"January 20, 2018","I love these pens. It is hard for me to use any other pen now that I have found
these!"
Rein,"January 14, 2018","This pen turned out way better than I expected. It writes so smooth and doesn't
skip out when I write fast. I love the fine point so I'll definitely be buying
more of these."
matthewjohnflores,"December 1, 2017","I already have the uni-ball signo, and the zebra sarasa for fine tip pens, but I
thought I'd try another one since I needed to hit that free shipping mark
anyhow. This one is my favorite so far out of the three, just wish it was
retractable, although that's definitely not a deal breaker for me."
mtLA,"November 28, 2017","My favorite so far! Crisp smooth lines. Works great in my Hobonichi and Stalogy
365!"
zrv171,"November 27, 2017","I planned to Uniball DX 0.38 but I also ordered pilot Gtec 0.4. Then in
comparison I found G-tec is much better than uniball.DX is looks very scratchy, I dont like the rubber grip, looks cheap ball point
pens with this rubber looking. Would buy G-tec rather than this one but DX tip
of course more sturdy because conical not needle"
dawilkinson,"November 2, 2017",Nice pens 
monika,"November 1, 2017","I'm used to 0.5mm pens so this is very fine to me, but I still love it! I have
very small writing and this pen makes it much easier to read it. The lines are
very neat and clean. My new go-to!"
thedoste44,"October 30, 2017","Fine and precise, one of my most reliable pens."
tenorbob,"October 7, 2017",Love the feel of these pens. 
kathykawaii,"September 19, 2017","I can't live without this pen. Love it in my bujo! Becareful if you're a
heavy-handed writer because these will leave grooves and indentations on thinner
paper"
felpsy,"September 14, 2017",Great product and service
mbashford,"September 14, 2017","Very nice, smooth flowing gel pen.Ink flow is very smooth and the pen is comfortable to use. Ink feathers slightly
on thin paper but this isn't much of an issue.The ink cartridge seems to run low fairly quickly when used often so this could
be an issue if you are looking to write a lot with one of these pens."
tikisnme,"September 13, 2017","Bought it for a friend and she loved it. She kept asking where I got it so I
bought her one!"
trainor,"September 8, 2017","Because of this review I ordered this pen.  It writes great but the tip is a
little too fine for my taste.  I was immediately disappointed that it wasn't
retractable as I use my pen at work throughout the day, and who wants to worry
about re-attaching the tip after every use?  Gave it to a co-worker who was
instantly impressed with the way it writes."
rachel4love97,"September 5, 2017",Super smooth pen I already need to get another I use it for everything!
Pepito,"September 1, 2017","Glides on the page and never blobs up on the tip. It's so nice to write with
that I don't see a need to look at other pens. This is my first and last .38mm
pen, in the best way possible. Heck, I might not even buy other gel pens
anymore."
etiernan597,"August 28, 2017","This line is much thicker than expected. However, the writing is extremely
smooth. I don't have any complaints, but the line does not match other pens near
this size. Out of my order, this may be the best flowing pen, but the line is
medium or almost bold. I write small, so this may be a nonissue for others. "
Farid,"August 21, 2017",Use it every day with my Travelers Notebook.
liddojunior,"August 17, 2017","Writes smoothly , grip on the pen is nice. Easy to carry in pockets.Perfect thickness for writing in small boxes. "
jwade6650,"July 27, 2017","Simply the best pen I have ever used. Words glide from the pen so that writing
feel smooth. That may sound strange, but it is an actual thought I had
yesterday. And today, I got an email inviting my comment. It seemed like fate. I
highly recommend these pens. "
